jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Tehama Sheriff's Department,Tehama County Jail,2011,12,100,14,56,12,182,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2011,12,11,2,32,8,53,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2011,12,318,77,206,89,690,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2011,12,83,0,208,0,291,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2011,12,111,12,119,20,262,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2011,12,192,0,59,0,251,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2011,12,55,14,38,13,120,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2011,12,480,9,195,2,686,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2011,12,314,97,174,74,659,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2011,12,0,0,53,10,63,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2011,12,57,0,49,0,106,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2011,12,190,33,51,19,293,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2011,12,303,41,56,14,414,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2011,11,373,3,45,0,421,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2011,11,2233,195,654,80,3162,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2011,11,52,11,26,5,94,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2011,11,401,37,115,28,581,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2011,11,29,3,27,9,68,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2011,11,26,4,24,2,56,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2011,11,538,2,106,0,646,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2011,11,0,0,69,0,69,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2011,11,566,124,78,25,793,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2011,11,96,16,97,22,231,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2011,11,41,7,51,5,104,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2011,11,818.2,27.1,236.7,4.4,1086,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2011,11,660,0,181.6,0,842,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2011,11,105.7,185.5,38.9,89.6,420,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2011,11,56,7,17,3,83,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2011,11,206,44,101,15,366,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2011,11,132,35,48,7,222,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2011,11,189,15,51,5,260,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2011,11,22,4,24,7,57,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2011,11,96,23,14,3,136,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2011,11,292,0,70,0,362,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2011,11,418,37,276,55,786,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2011,11,907,128,104,29,1168,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Jail,2011,11,205,16,163,37,421,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2011,11,144,23,80,22,269,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2011,11,34.230000000000004,12.129999999999999,28.16,4.659999999999999,79,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2011,11,0,949,0,757,1706,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2011,11,2827,0,1579,0,4406,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2011,11,2584,0,1248,0,3832,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2011,11,1108,0,463,0,1571,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2011,11,0,0,0,0,0,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2011,11,341,0,585,0,926,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2011,11,1667,22,724,7,2420,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2011,11,244,43,131,14,432,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2011,11,194,28,55,14,291,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2011,11,16,3,17,5,41,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2011,11,126,21,49,14,210,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2011,11,316,50,126,9,501,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2011,11,99,0,23,0,122,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2011,11,13,3,4,2,22,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2011,11,14,3,11,1,29,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2011,11,519,90,73,48,730,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2011,11,198,0,117,0,315,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2011,11,178,19,60,10,267,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2011,11,84,13,57,8,162,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2011,11,152,306,75,231,764,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2011,11,271,43,749,126,1189,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2011,11,653,0,356,0,1009,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2011,11,1637,0,1295,0,2932,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2011,11,382,20,3,0,405,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2011,11,296,40,54,10,400,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2011,11,6,3,102,22,133,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2011,11,17,9,11,2,39,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2011,11,36,0,22,0,58,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2011,11,195,58,43,39,335,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2011,11,729,93,416,123,1361,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2011,11,503,129,140,32,804,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2011,11,785,3,285,1,1074,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2011,11,317,0,1314,0,1631,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2011,11,0,6,0,172,178,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2011,11,1766,129,178,77,2150,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2011,11,83,14,38,4,139,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2011,11,814,116,70,13,1013,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2011,11,246,94,553,131,1024,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino High Desert Detention Center,2011,11,297,0,47,0,344,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2011,11,2242,273,302,50,2867,San Bernardino County,06,071,06071
San Diego Sheriff's Department,East Mesa Detention Facility,2011,11,3,0,330,0,333,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2011,11,877,0,710,0,1587,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2011,11,0,343,0,335,678,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Central Detention,2011,11,580,0,185,0,765,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Facility #8,2011,11,114,0,97,0,211,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2011,11,257,0,166,0,423,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2011,11,517,45,197,20,779,San Diego County,06,073,06073
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2011,11,1,0,137,43,181,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2011,11,98,96,8,29,231,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2011,11,243,0,32,0,275,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2011,11,252,0,74,0,326,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #5,2011,11,547,0,118,0,665,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2011,11,0,0,0,0,0,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2011,11,18,2,189,36,245,San Joaquin County,06,077,06077
San Joaquin Sheriff's Department,San Joaquin Main (J. Zunino) Jail,2011,11,680,81,150,32,943,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2011,11,266,42,187,34,529,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2011,11,1,0,55,0,56,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2011,11,563,4,241,3,811,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2011,11,0,0,28,0,28,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2011,11,0,60,0,37,97,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Transitional Fac,2011,11,0,0,0,13,13,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2011,11,379,54,198,22,653,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2011,11,115,20,82,10,227,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Maria Branch Jail,2011,11,0,0,0,0,0,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2011,11,0,309,0,145,454,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2011,11,1057,0,662,0,1719,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2011,11,1095,0,168,0,1263,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2011,11,0,5,0,14,19,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2011,11,197,13,79,6,295,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2011,11,0,0,0,0,0,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2011,11,30,0,59,0,89,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2011,11,159,20,41,9,229,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2011,11,4,1,1,0,6,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2011,11,76,4,10,1,91,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2011,11,98,0,36,0,134,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2011,11,427,78,129,26,660,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2011,11,49,0,181,0,230,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2011,11,371,49,263,58,741,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2011,11,407,80,108,42,637,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2011,11,59,0,13,0,72,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2011,11,301,0,43,0,344,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2011,11,127,17,24,9,177,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2011,11,107,12,55,13,187,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2011,11,10,2,38,8,58,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2011,11,350,99,183,71,703,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2011,11,90,0,204,0,294,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2011,11,84,5,76,5,170,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2011,11,203,0,56,0,259,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2011,11,55,17,42,13,127,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2011,11,513,7,203,2,725,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2011,11,341,116,161,78,696,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2011,11,0,0,64,14,78,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2011,11,61,0,42,0,103,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2011,11,196,36,41,19,292,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2011,11,308,46,52,11,417,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2011,10,432,4,64,0,500,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2011,10,2459,223,506,81,3269,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2011,10,50,10,25,5,90,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2011,10,401,42,103,27,573,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2011,10,26,2,23,5,56,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2011,10,21,3,17,2,43,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2011,10,569,1,85,0,655,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2011,10,0,0,60,0,60,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2011,10,569,119,51,22,761,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2011,10,101,22,86,25,234,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2011,10,47,4,36,8,95,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2011,10,827,29,133,3,992,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2011,10,694,0,133,0,827,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2011,10,112,172,32,50,366,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2011,10,66,9,9,5,89,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2011,10,206,45,93,14,358,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2011,10,201,0,88,0,289,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2011,10,180,36,43,9,268,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2011,10,21,4,22,7,54,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2011,10,102,27,18,4,151,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2011,10,320,0,39,0,359,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2011,10,432,39,205,54,730,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2011,10,924,125,106,27,1182,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Jail,2011,10,202,19,137,41,399,Kings County,06,031,06031
